N,P,K,pH,Organic_Carbon,Temperature,Humidity,Rainfall,Crop,Soil_Type,Fertilizer
33.8,34.1,24.4,6.06,1.5,21.0,77.3,910.0,Sorghum,Clay,Potash
32.3,18.8,33.8,6.77,0.49,21.4,69.2,414.0,Tomato,Sandy,DAP
14.6,30.2,32.7,5.44,1.44,24.3,55.7,415.0,Rice,Sandy,NPK 20-10-10
45.8,20.3,9.5,7.28,1.95,23.7,84.8,1613.0,Tomato,Silt,Superphosphate
27.0,27.1,35.7,5.09,2.23,26.9,87.9,1276.0,Cassava,Clay,Organic Compost
15.7,13.7,20.6,6.98,2.3,21.1,44.6,1755.0,Sorghum,Silt,NPK 20-10-10
8.4,16.4,9.8,7.06,0.55,33.0,77.7,453.0,Maize,Silt,NPK 15-15-15
47.8,18.3,36.1,6.16,1.13,26.5,78.3,573.0,Beans,Silt,DAP
23.3,32.5,5.8,6.6,1.93,24.8,46.8,544.0,Beans,Sandy,Potash
14.2,47.7,46.6,7.26,1.6,28.3,70.2,1636.0,Rice,Loamy,Urea
34.6,48.7,43.1,7.95,1.01,32.4,79.1,1609.0,Rice,Clay,Organic Compost
40.8,42.3,26.7,4.76,1.6,27.6,91.1,1484.0,Beans,Silt,Potash
46.7,58.4,22.8,7.73,2.17,37.9,47.5,1748.0,Tomato,Clay,Organic Compost
12.5,9.5,13.6,7.89,1.84,29.4,88.0,1838.0,Wheat,Sandy,NPK 15-15-15
54.4,21.3,43.4,5.95,0.54,19.8,63.6,1913.0,Beans,Clay,Organic Compost
28.9,29.9,55.4,5.57,1.83,18.0,41.5,1160.0,Millet,Clay,Organic Compost
53.1,22.7,47.7,6.99,1.37,27.2,40.1,1255.0,Wheat,Clay,Organic Compost
12.5,33.8,43.9,4.96,2.0,27.6,40.5,1183.0,Rice,Silt,Urea
39.6,38.9,34.4,5.9,1.45,19.6,75.6,971.0,Beans,Clay,Organic Compost
57.2,31.8,59.3,6.94,1.77,29.1,51.2,412.0,Tomato,Clay,Organic Compost
55.6,23.2,33.1,6.27,1.47,21.7,77.5,1175.0,Beans,Clay,Organic Compost
32.3,29.8,17.4,7.5,1.8,27.1,68.1,1278.0,Maize,Sandy,Potash
41.0,11.6,36.9,7.75,1.36,33.5,87.5,853.0,Rice,Silt,DAP
58.1,49.2,27.7,5.98,1.68,25.4,50.6,1698.0,Sorghum,Clay,Organic Compost
14.8,14.4,12.0,6.92,2.39,35.1,54.3,938.0,Millet,Silt,NPK 15-15-15
48.2,29.1,54.2,6.41,0.74,33.0,84.5,1768.0,Wheat,Clay,Organic Compost
22.2,60.3,39.6,7.32,0.95,22.2,66.5,1373.0,Cassava,Clay,Organic Compost
17.5,5.3,12.2,7.36,2.19,32.7,47.7,627.0,Maize,Sandy,NPK 15-15-15
13.0,21.5,32.9,6.75,0.6,25.5,60.7,613.0,Rice,Loamy,Urea
8.4,13.2,5.3,7.42,1.32,37.6,67.2,509.0,Beans,Sandy,NPK 15-15-15
11.0,10.5,33.0,8.18,1.98,21.4,50.9,1466.0,Millet,Sandy,Organic Compost
21.2,23.5,34.1,4.85,2.42,24.1,88.5,1485.0,Sorghum,Sandy,NPK 15-15-15
22.9,24.6,31.7,6.18,0.65,19.6,57.8,1772.0,Rice,Sandy,NPK 15-15-15
32.0,18.4,45.1,5.95,1.46,37.2,83.8,1622.0,Tomato,Silt,DAP
34.6,38.2,53.5,7.35,2.42,19.4,64.3,1729.0,Rice,Clay,Organic Compost
28.9,6.5,15.9,7.04,0.75,34.8,61.9,1010.0,Rice,Sandy,Superphosphate
18.1,20.3,7.9,5.67,1.57,36.4,65.8,1294.0,Maize,Sandy,NPK 20-10-10
9.4,19.3,23.7,5.67,0.58,33.1,78.5,1853.0,Wheat,Sandy,NPK 20-10-10
20.7,33.1,25.6,4.91,2.11,22.5,84.4,1984.0,Rice,Sandy,NPK 15-15-15
52.8,53.5,48.3,6.22,2.29,31.3,87.5,935.0,Rice,Clay,Organic Compost
25.6,9.0,9.8,7.58,1.66,22.6,58.3,1708.0,Wheat,Sandy,Superphosphate
41.4,60.1,52.0,7.15,2.06,36.9,54.1,455.0,Tomato,Clay,Organic Compost
49.4,26.5,34.3,6.72,0.76,30.0,44.1,1563.0,Rice,Clay,Organic Compost
8.6,35.1,36.8,7.73,2.0,31.5,63.1,516.0,Tomato,Silt,Urea
40.3,15.2,14.6,6.6,2.42,32.5,78.5,1671.0,Maize,Loamy,Superphosphate
19.3,33.5,26.4,5.62,1.2,30.8,66.1,649.0,Maize,Sandy,NPK 20-10-10
20.7,36.0,50.8,5.17,2.27,29.4,62.4,1979.0,Rice,Clay,Organic Compost
62.0,39.3,35.2,7.71,0.42,27.3,75.4,1697.0,Maize,Clay,Organic Compost
36.3,35.4,8.4,5.61,1.43,30.7,77.4,1270.0,Cassava,Silt,Potash
10.0,26.9,11.4,5.12,1.79,28.3,92.1,1333.0,Maize,Sandy,NPK 20-10-10
56.2,33.3,37.5,6.36,2.5,23.2,77.7,1529.0,Maize,Clay,NPK 15-15-15
6.2,9.4,7.3,5.44,1.93,21.0,61.7,1317.0,Cassava,Sandy,NPK 15-15-15
21.7,26.0,19.3,5.84,2.27,34.7,54.9,1546.0,Maize,Sandy,Potash
6.9,5.0,9.4,4.94,0.62,26.1,79.7,1133.0,Wheat,Sandy,NPK 15-15-15
47.6,33.9,33.0,8.0,1.37,26.9,44.0,1874.0,Maize,Clay,Organic Compost
40.9,50.1,49.8,5.07,0.64,35.8,55.1,1738.0,Tomato,Loamy,Organic Compost
10.3,34.2,6.9,6.44,1.98,26.4,56.3,652.0,Maize,Sandy,NPK 20-10-10
25.3,9.4,24.4,6.76,1.76,19.9,54.4,1576.0,Beans,Silt,DAP
7.6,31.2,18.1,7.22,0.94,35.4,54.7,1510.0,Sorghum,Sandy,NPK 20-10-10
20.2,48.1,31.0,6.04,0.64,20.9,60.3,469.0,Maize,Loamy,NPK 20-10-10
50.5,47.2,39.8,5.25,2.1,37.8,79.1,1562.0,Rice,Clay,Organic Compost
11.5,11.5,26.8,5.43,1.82,36.6,63.6,602.0,Cassava,Silt,NPK 20-10-10
31.9,35.5,50.8,7.87,1.81,21.1,49.2,879.0,Cassava,Loamy,NPK 15-15-15
40.1,48.3,22.3,7.02,1.0,31.1,41.6,1376.0,Millet,Loamy,Potash
56.3,22.3,47.5,6.05,0.46,30.8,48.8,1195.0,Maize,Clay,Organic Compost
16.8,39.1,20.5,5.64,0.84,20.5,40.2,1170.0,Wheat,Loamy,Urea
27.2,57.3,58.3,8.06,1.78,18.3,47.0,752.0,Wheat,Clay,Organic Compost
19.6,19.6,53.1,4.84,0.44,18.5,70.7,755.0,Maize,Loamy,NPK 20-10-10
32.1,9.8,14.4,7.01,1.56,29.7,65.6,1713.0,Cassava,Sandy,Superphosphate
15.6,15.9,17.7,7.24,1.72,20.1,88.0,1982.0,Beans,Silt,NPK 15-15-15
34.0,36.9,20.4,4.63,1.47,35.5,53.6,991.0,Wheat,Loamy,NPK 15-15-15
31.9,21.8,48.4,7.08,0.63,18.9,73.9,831.0,Sorghum,Silt,NPK 15-15-15
44.4,26.9,20.7,5.0,1.89,18.3,77.5,1930.0,Tomato,Silt,Potash
22.4,34.3,39.2,6.89,1.06,31.0,79.8,648.0,Tomato,Clay,Organic Compost
34.7,28.3,27.8,4.57,1.33,24.2,82.5,1453.0,Tomato,Sandy,NPK 15-15-15
16.3,25.5,37.9,5.59,0.66,18.3,89.9,757.0,Maize,Loamy,Urea
30.3,33.3,29.0,4.86,2.33,36.4,81.5,573.0,Wheat,Loamy,NPK 15-15-15
47.6,41.6,26.3,6.37,2.15,19.2,61.6,483.0,Maize,Silt,Potash
27.5,61.1,56.9,6.38,2.43,21.7,82.1,1637.0,Cassava,Clay,Organic Compost
31.8,47.0,33.6,4.98,2.28,34.0,56.4,413.0,Cassava,Clay,Organic Compost
25.6,17.1,30.7,5.47,2.48,30.9,81.2,1264.0,Sorghum,Sandy,DAP
18.6,12.9,13.1,7.5,1.66,20.1,91.1,630.0,Rice,Sandy,NPK 15-15-15
47.5,39.4,28.4,5.25,1.59,18.7,68.8,677.0,Tomato,Loamy,Potash
27.8,22.7,20.0,6.93,0.89,36.5,43.9,950.0,Cassava,Sandy,Superphosphate
22.4,48.0,60.2,4.9,0.89,23.5,77.4,1018.0,Wheat,Clay,Organic Compost
13.0,19.5,25.8,6.85,1.9,30.8,43.4,991.0,Maize,Loamy,NPK 20-10-10
36.9,30.3,12.4,6.57,0.98,25.0,72.9,1166.0,Beans,Loamy,Potash
52.1,40.8,46.0,4.85,1.74,19.1,82.4,417.0,Tomato,Clay,Organic Compost
42.4,22.5,34.6,7.62,0.87,18.5,81.4,1526.0,Rice,Loamy,Potash
37.5,21.6,36.0,4.85,2.59,37.6,71.2,1167.0,Millet,Clay,Organic Compost
17.7,21.1,40.2,8.01,1.13,20.3,81.7,729.0,Wheat,Loamy,Potash
42.9,38.5,22.2,4.55,1.32,30.1,88.2,1355.0,Tomato,Clay,Organic Compost
26.6,45.7,34.9,5.08,1.28,32.7,44.3,613.0,Rice,Clay,Organic Compost
14.5,33.3,34.6,4.81,2.0,20.3,81.7,787.0,Sorghum,Silt,Urea
35.8,19.3,48.6,5.94,1.29,22.0,43.2,1711.0,Tomato,Silt,DAP
52.9,24.5,46.0,5.84,2.24,25.8,92.5,998.0,Cassava,Clay,NPK 15-15-15
25.8,40.2,32.1,6.51,1.85,36.0,55.8,1217.0,Sorghum,Clay,Organic Compost
15.8,7.6,10.7,4.64,1.75,28.1,56.5,1919.0,Sorghum,Sandy,NPK 15-15-15
35.4,46.1,33.0,7.95,0.96,21.9,75.0,921.0,Beans,Clay,Organic Compost
10.6,9.2,20.7,7.48,2.43,36.1,91.2,878.0,Wheat,Silt,NPK 20-10-10
26.2,32.3,9.9,6.28,1.39,36.2,88.7,1778.0,Cassava,Sandy,Potash
54.9,17.6,51.2,6.54,0.99,29.4,67.3,1265.0,Beans,Loamy,DAP
36.4,10.6,40.4,6.52,2.32,31.0,94.6,1588.0,Maize,Silt,DAP
46.6,40.9,38.2,7.57,2.42,27.1,41.7,1807.0,Millet,Clay,NPK 20-10-10
33.9,35.2,46.9,7.67,1.98,26.7,82.4,1434.0,Cassava,Clay,Organic Compost
33.0,45.8,41.5,7.49,2.57,37.4,90.5,1607.0,Maize,Loamy,NPK 20-10-10
14.0,41.9,15.3,6.4,2.38,33.7,57.4,774.0,Cassava,Silt,NPK 20-10-10
27.9,28.0,5.1,7.09,1.85,26.0,94.9,1118.0,Millet,Sandy,Superphosphate
23.5,35.0,18.1,6.62,2.25,32.2,90.1,1423.0,Wheat,Sandy,Potash
17.5,26.8,31.9,7.46,1.05,27.9,52.3,999.0,Millet,Loamy,Urea
58.0,50.7,25.1,7.99,0.74,19.1,42.4,848.0,Cassava,Clay,Organic Compost
19.9,45.0,46.0,7.85,2.12,31.2,72.4,1990.0,Rice,Silt,Urea
6.9,7.6,22.6,7.67,2.38,18.6,55.6,1769.0,Wheat,Sandy,NPK 20-10-10
39.2,53.1,52.6,7.68,0.45,24.2,56.7,814.0,Rice,Clay,Organic Compost
17.0,18.1,14.4,8.13,1.66,27.3,53.2,809.0,Tomato,Sandy,NPK 15-15-15
26.0,20.0,54.8,5.84,0.82,32.8,89.7,1611.0,Rice,Loamy,DAP
25.7,33.0,16.4,5.56,1.52,19.5,80.4,1061.0,Beans,Loamy,Potash
49.9,46.7,49.6,5.36,1.78,28.4,44.1,489.0,Tomato,Clay,Organic Compost
45.2,44.9,31.6,6.09,1.25,36.9,77.9,958.0,Sorghum,Loamy,Potash
44.2,58.4,45.5,7.85,1.57,33.3,69.0,1305.0,Rice,Clay,Organic Compost
22.8,48.7,41.9,7.18,0.42,23.8,71.2,1142.0,Cassava,Clay,Organic Compost
37.0,37.5,36.0,7.98,0.85,32.3,50.0,472.0,Cassava,Clay,Organic Compost
14.9,21.3,23.9,6.97,1.73,35.9,50.1,1586.0,Beans,Sandy,NPK 20-10-10
40.7,33.8,19.6,6.0,2.33,27.6,56.1,1994.0,Millet,Silt,Potash
20.6,53.6,25.4,7.69,2.32,18.4,80.4,1269.0,Beans,Loamy,NPK 20-10-10
8.8,9.2,5.8,5.47,1.84,23.6,60.9,1342.0,Rice,Sandy,NPK 15-15-15
27.5,43.3,26.8,7.13,2.45,24.7,67.2,798.0,Cassava,Loamy,NPK 20-10-10
42.1,40.8,25.4,5.14,0.96,28.0,93.3,1486.0,Cassava,Silt,Potash
55.1,38.6,48.7,4.93,2.56,21.2,86.9,1163.0,Cassava,Clay,Organic Compost
29.4,33.0,25.3,6.22,2.55,27.1,48.8,1178.0,Wheat,Silt,NPK 15-15-15
25.1,23.6,28.0,6.25,1.14,21.7,58.7,1064.0,Maize,Loamy,NPK 15-15-15
43.8,47.5,22.8,6.78,0.8,30.4,90.5,1794.0,Rice,Loamy,Potash
25.8,38.7,36.7,7.0,0.63,18.9,79.9,1363.0,Maize,Clay,Organic Compost
31.1,46.0,48.0,7.26,2.45,19.4,47.0,1666.0,Cassava,Loamy,NPK 20-10-10
42.4,28.6,34.3,4.79,0.48,31.2,72.6,1521.0,Maize,Clay,Organic Compost
28.2,25.2,37.7,6.52,1.99,27.2,92.1,1184.0,Sorghum,Loamy,Superphosphate
27.9,20.0,14.2,6.54,1.89,30.5,62.4,1011.0,Sorghum,Sandy,Superphosphate
36.2,47.8,37.4,5.97,0.67,28.3,94.4,1769.0,Maize,Clay,Organic Compost
42.6,46.3,17.2,6.34,2.28,34.4,88.6,1933.0,Cassava,Silt,Potash
26.7,42.1,23.1,6.05,1.55,31.9,51.8,1804.0,Sorghum,Clay,NPK 15-15-15
56.4,42.0,26.0,4.86,1.97,20.5,43.3,1117.0,Tomato,Clay,Organic Compost
30.8,43.9,24.4,7.91,2.55,29.0,50.3,486.0,Maize,Silt,NPK 20-10-10
16.5,23.7,47.1,8.06,0.85,28.1,84.3,1556.0,Maize,Silt,Urea
54.2,45.4,40.6,7.53,2.08,21.9,67.8,1347.0,Rice,Clay,Organic Compost
19.5,16.0,47.1,6.53,0.95,26.4,41.6,406.0,Beans,Silt,NPK 20-10-10
43.5,12.2,41.4,7.31,0.91,21.1,78.8,1308.0,Beans,Loamy,DAP
54.0,23.9,41.5,5.52,1.03,33.5,75.7,1820.0,Tomato,Clay,Organic Compost
26.1,55.8,46.0,7.87,1.79,20.7,71.0,1919.0,Cassava,Clay,Organic Compost
47.1,43.9,27.7,5.1,0.72,28.7,90.2,1203.0,Tomato,Clay,Organic Compost
50.1,54.4,42.5,6.41,2.41,28.5,59.0,699.0,Rice,Loamy,Organic Compost
16.7,11.2,20.3,7.2,1.75,33.5,84.5,617.0,Sorghum,Sandy,NPK 20-10-10
43.8,36.5,34.3,7.84,2.14,19.1,74.5,1192.0,Tomato,Loamy,Potash
31.3,14.8,35.0,7.52,2.17,29.8,85.6,802.0,Millet,Sandy,DAP
17.9,22.0,27.7,5.19,2.55,27.4,78.1,1851.0,Wheat,Sandy,NPK 20-10-10
60.3,44.2,30.7,6.54,0.66,32.5,52.9,1064.0,Millet,Clay,Organic Compost
50.2,33.4,59.6,4.52,1.4,27.3,72.1,592.0,Beans,Clay,Organic Compost
16.5,21.9,5.1,6.8,0.85,33.2,55.8,1362.0,Beans,Sandy,NPK 20-10-10
15.7,20.1,21.1,4.91,1.59,27.8,49.4,1395.0,Beans,Sandy,NPK 20-10-10
34.4,27.7,46.0,6.49,0.94,32.8,63.3,1735.0,Maize,Silt,NPK 15-15-15
20.0,8.1,16.8,6.59,1.76,25.5,48.6,912.0,Cassava,Sandy,NPK 15-15-15
30.2,6.6,21.1,5.19,2.34,31.7,54.9,1330.0,Beans,Sandy,DAP
33.3,40.1,30.5,4.99,0.82,24.6,81.8,1973.0,Millet,Clay,Organic Compost
18.4,8.5,22.9,5.95,1.08,25.4,68.1,1198.0,Beans,Sandy,NPK 20-10-10
29.7,45.7,24.6,6.5,1.8,26.6,83.7,454.0,Rice,Silt,NPK 20-10-10
33.2,7.9,29.3,4.85,1.36,28.9,83.4,650.0,Sorghum,Sandy,DAP
33.5,34.5,32.8,5.79,0.83,26.4,51.7,1885.0,Beans,Sandy,NPK 15-15-15
46.6,20.6,28.9,6.2,2.24,27.7,59.4,599.0,Sorghum,Silt,Potash
23.1,40.6,31.9,4.66,0.5,19.2,62.8,1712.0,Millet,Loamy,NPK 20-10-10
55.5,43.5,58.8,5.63,1.52,28.9,49.6,1199.0,Sorghum,Clay,Organic Compost
47.0,42.1,35.6,5.91,2.28,37.3,59.5,1134.0,Sorghum,Clay,Organic Compost
12.2,15.7,9.2,4.53,0.81,18.9,53.3,976.0,Beans,Sandy,Potash
9.0,30.7,26.4,7.35,0.89,36.8,52.7,435.0,Beans,Sandy,NPK 20-10-10
7.4,29.3,21.8,7.93,1.69,19.3,69.5,526.0,Maize,Sandy,NPK 20-10-10
27.0,38.2,44.3,7.98,1.78,31.5,62.1,760.0,Tomato,Loamy,NPK 15-15-15
31.2,25.0,33.7,6.99,1.78,18.3,73.5,516.0,Tomato,Sandy,NPK 15-15-15
24.4,31.1,19.2,6.28,1.61,24.7,54.9,571.0,Sorghum,Sandy,Potash
49.2,20.1,37.5,7.21,1.27,26.2,72.9,511.0,Wheat,Silt,NPK 15-15-15
61.9,32.6,35.7,6.85,1.91,25.7,46.7,509.0,Wheat,Clay,DAP
31.7,20.9,47.7,5.81,1.6,35.3,60.0,746.0,Maize,Clay,Organic Compost
21.7,50.8,17.4,5.72,0.68,19.2,60.8,1716.0,Wheat,Loamy,Superphosphate
50.5,60.5,31.6,6.19,1.61,22.6,42.5,509.0,Tomato,Clay,Organic Compost
20.4,6.9,25.6,5.07,0.47,23.0,77.7,583.0,Rice,Sandy,DAP
14.2,7.7,32.3,5.36,1.79,31.8,69.3,1335.0,Maize,Sandy,NPK 20-10-10
54.6,52.6,29.4,7.4,1.9,26.7,66.7,1226.0,Wheat,Clay,Organic Compost
55.6,54.5,58.4,7.74,0.45,25.3,60.6,1499.0,Tomato,Clay,Organic Compost
46.0,43.8,55.7,7.42,0.75,27.7,94.5,1533.0,Sorghum,Clay,Organic Compost
38.7,40.5,42.4,5.58,2.17,37.8,71.7,1357.0,Wheat,Silt,NPK 20-10-10
5.2,11.5,9.6,6.95,0.49,37.4,90.6,905.0,Rice,Sandy,NPK 15-15-15
56.1,48.9,23.9,7.14,1.81,34.1,82.1,1572.0,Cassava,Clay,Organic Compost
28.4,27.1,8.7,8.1,2.33,28.7,89.5,1261.0,Millet,Sandy,Potash
36.3,50.2,53.7,7.83,1.78,23.8,83.0,548.0,Millet,Clay,Organic Compost
56.8,36.6,51.7,6.59,1.78,31.7,48.6,1584.0,Tomato,Clay,NPK 20-10-10
49.4,18.5,25.1,6.61,1.45,32.1,77.2,987.0,Beans,Silt,DAP
23.6,26.2,23.5,4.79,2.06,27.5,47.2,705.0,Millet,Sandy,NPK 15-15-15
37.9,14.4,46.5,7.08,1.53,34.5,82.2,1205.0,Cassava,Loamy,DAP
29.1,23.5,17.7,6.2,1.26,21.7,95.0,483.0,Millet,Silt,Potash
7.2,15.2,23.4,5.07,2.03,25.0,47.8,1506.0,Tomato,Sandy,NPK 20-10-10
26.3,26.2,41.2,6.89,2.28,33.4,91.5,959.0,Sorghum,Silt,NPK 15-15-15
47.1,46.8,30.5,6.3,0.57,21.5,64.3,898.0,Rice,Loamy,Potash
39.6,42.1,28.6,7.55,2.41,21.0,85.7,444.0,Millet,Silt,NPK 20-10-10
25.1,19.7,11.3,6.84,2.31,33.9,56.3,1843.0,Maize,Sandy,Superphosphate
16.4,52.2,27.0,6.12,2.24,31.8,70.5,1486.0,Beans,Loamy,Urea
27.8,33.4,13.5,5.34,0.9,28.8,52.4,764.0,Millet,Silt,Potash
13.4,12.5,20.1,5.8,2.56,34.1,61.5,592.0,Cassava,Sandy,NPK 20-10-10
27.2,16.2,34.2,6.87,1.12,20.9,71.0,1302.0,Rice,Silt,DAP
21.5,29.1,34.7,7.06,2.26,22.4,87.4,562.0,Rice,Silt,Organic Compost
26.0,46.2,45.3,7.0,0.85,26.5,84.5,557.0,Millet,Loamy,NPK 20-10-10
24.3,38.5,33.0,7.54,1.47,32.8,76.4,1922.0,Rice,Clay,Organic Compost
10.6,30.9,31.2,7.52,1.11,20.9,86.4,1343.0,Millet,Sandy,NPK 20-10-10
16.4,39.8,34.4,8.06,1.89,37.3,47.7,1492.0,Cassava,Loamy,Urea
45.8,26.5,33.5,6.84,1.44,35.3,82.8,1256.0,Sorghum,Clay,Organic Compost
40.2,41.9,33.4,4.96,2.5,18.3,40.9,1901.0,Tomato,Loamy,Potash
28.6,30.5,42.3,6.38,2.38,31.8,69.0,1728.0,Millet,Loamy,NPK 15-15-15
17.2,27.1,39.3,8.13,2.04,30.4,51.1,1531.0,Maize,Loamy,Urea
27.7,32.6,34.6,5.84,1.67,23.5,44.2,685.0,Tomato,Loamy,NPK 15-15-15
28.6,41.1,34.0,6.55,1.99,20.4,54.5,1076.0,Wheat,Loamy,NPK 20-10-10
31.8,8.4,13.8,7.71,1.64,37.4,49.5,1609.0,Cassava,Sandy,Superphosphate
26.6,42.5,36.9,6.74,0.57,27.5,41.6,895.0,Beans,Clay,Organic Compost
48.6,14.5,42.1,4.72,0.74,34.1,41.1,1009.0,Cassava,Loamy,DAP
52.8,20.4,23.6,6.86,0.41,32.2,89.7,969.0,Rice,Loamy,Potash
37.1,30.1,29.1,4.69,1.86,28.1,57.6,1168.0,Maize,Silt,NPK 15-15-15
13.1,17.2,13.4,4.54,2.02,19.9,61.7,1436.0,Maize,Silt,NPK 15-15-15
49.9,15.8,34.1,7.54,1.41,38.0,78.8,942.0,Wheat,Loamy,NPK 20-10-10
34.5,21.9,31.8,4.51,1.32,37.7,51.7,1493.0,Sorghum,Silt,NPK 15-15-15
26.5,22.3,29.2,7.53,2.24,25.1,74.8,917.0,Rice,Silt,NPK 15-15-15
30.7,33.6,27.0,6.73,2.26,36.4,91.8,1647.0,Maize,Clay,Organic Compost
30.7,41.5,58.6,6.64,1.74,30.4,84.2,535.0,Beans,Clay,Organic Compost
48.5,31.5,20.6,7.65,2.36,23.9,80.4,1922.0,Beans,Silt,Potash
43.0,36.3,39.8,6.94,1.32,37.3,74.2,1240.0,Beans,Silt,Potash
23.3,7.2,13.3,6.4,0.76,35.1,82.7,1610.0,Millet,Sandy,Superphosphate
43.2,22.8,31.5,5.58,2.56,32.2,93.1,1937.0,Beans,Silt,Potash
32.0,39.1,32.0,4.71,1.9,27.7,47.3,1448.0,Maize,Loamy,NPK 15-15-15
20.9,37.7,34.4,7.77,2.04,23.3,58.6,1418.0,Beans,Clay,Organic Compost
43.1,38.1,37.7,5.38,0.47,27.4,73.5,1164.0,Millet,Silt,Potash
49.0,19.3,12.2,4.9,1.37,29.2,78.4,1297.0,Wheat,Loamy,Superphosphate
30.9,42.5,25.9,5.45,1.01,25.6,40.2,1847.0,Cassava,Loamy,NPK 20-10-10
6.7,13.4,21.3,5.03,2.57,29.2,84.4,844.0,Maize,Sandy,NPK 20-10-10
17.3,24.1,39.1,5.36,1.84,37.1,69.6,832.0,Beans,Silt,Urea
34.2,39.5,39.6,6.15,0.98,19.3,42.6,485.0,Rice,Silt,NPK 15-15-15
10.0,32.5,22.3,8.2,1.87,36.8,43.6,819.0,Tomato,Silt,Urea
15.9,30.2,20.0,7.89,1.6,29.8,57.0,528.0,Rice,Sandy,Potash
43.7,22.2,43.0,8.17,1.35,26.7,86.8,1296.0,Maize,Silt,NPK 20-10-10
35.7,47.1,21.2,6.35,0.6,29.0,84.7,656.0,Tomato,Clay,Organic Compost
16.5,9.4,8.1,5.45,1.07,27.3,86.7,1066.0,Sorghum,Silt,Superphosphate
36.5,39.9,12.0,6.5,0.94,33.2,58.6,1865.0,Tomato,Loamy,Potash
17.8,19.5,41.0,6.61,1.61,20.7,45.8,1101.0,Beans,Loamy,NPK 20-10-10
50.9,53.6,16.8,7.92,1.99,19.9,80.0,1189.0,Sorghum,Loamy,Potash
42.5,25.7,52.9,7.53,1.62,30.5,90.5,913.0,Beans,Loamy,NPK 20-10-10
31.1,7.0,26.5,7.49,1.75,23.9,48.1,1583.0,Cassava,Sandy,DAP
33.5,28.4,22.2,4.56,2.39,30.1,78.5,1958.0,Wheat,Loamy,NPK 15-15-15
28.4,25.7,10.7,6.25,1.59,20.3,78.2,953.0,Rice,Silt,Potash
15.7,27.1,24.7,4.71,0.7,18.9,87.8,959.0,Wheat,Sandy,NPK 20-10-10
39.9,36.8,34.5,5.46,0.92,30.9,78.6,790.0,Tomato,Clay,Organic Compost
23.1,43.2,40.4,7.08,2.15,36.4,55.1,462.0,Millet,Clay,Organic Compost
26.7,43.3,23.2,6.5,0.7,33.9,66.9,922.0,Millet,Silt,NPK 20-10-10
36.2,21.7,27.4,4.82,1.06,25.6,82.8,1438.0,Tomato,Loamy,NPK 15-15-15
18.3,17.5,8.1,6.66,0.78,23.6,85.1,492.0,Rice,Sandy,NPK 15-15-15
32.0,41.2,31.2,7.62,0.5,31.4,84.3,743.0,Millet,Clay,Organic Compost
54.5,28.2,25.8,7.8,1.85,33.4,62.9,1188.0,Beans,Loamy,Potash
44.1,54.1,43.2,7.14,0.65,22.2,83.0,1972.0,Sorghum,Loamy,Organic Compost
20.5,25.2,23.3,4.89,0.53,18.5,76.9,1104.0,Tomato,Clay,Organic Compost
24.8,14.7,35.0,4.99,2.34,23.6,54.4,715.0,Rice,Silt,DAP
54.9,13.0,33.2,5.81,2.11,30.3,41.6,528.0,Beans,Loamy,DAP
39.4,40.2,47.9,5.92,1.1,34.4,58.3,1934.0,Sorghum,Loamy,NPK 20-10-10
58.1,52.2,21.8,6.19,1.23,26.5,55.5,754.0,Millet,Clay,Organic Compost
27.7,31.6,47.9,6.97,0.59,19.6,67.4,1739.0,Beans,Clay,Organic Compost
62.0,45.3,60.3,5.95,1.5,32.1,43.9,1630.0,Cassava,Clay,Organic Compost
17.2,13.5,17.1,5.25,2.29,20.7,93.4,1646.0,Beans,Silt,NPK 15-15-15
21.9,50.2,36.1,4.96,2.23,24.7,73.1,650.0,Beans,Clay,Organic Compost
21.8,45.8,23.3,6.43,1.19,24.5,82.3,1159.0,Cassava,Clay,Organic Compost
28.6,34.7,39.8,5.63,1.09,33.9,49.9,1447.0,Tomato,Loamy,NPK 15-15-15
23.5,13.4,24.4,4.51,1.69,27.2,73.1,1666.0,Tomato,Loamy,DAP
27.4,40.3,27.1,5.28,2.37,19.3,75.2,889.0,Millet,Silt,NPK 20-10-10
37.5,40.9,40.0,7.16,1.38,18.3,88.9,1298.0,Wheat,Loamy,NPK 20-10-10
39.6,35.4,48.4,7.44,1.36,23.5,61.7,691.0,Tomato,Silt,NPK 15-15-15
22.4,36.5,51.9,4.76,1.81,37.6,65.0,843.0,Cassava,Clay,Organic Compost
13.8,17.0,33.2,6.45,2.57,28.2,49.0,1678.0,Wheat,Sandy,NPK 20-10-10
29.8,38.9,58.7,7.77,1.84,33.3,48.0,1308.0,Beans,Clay,Organic Compost
8.8,23.0,32.6,8.1,1.34,27.3,74.4,460.0,Beans,Sandy,NPK 20-10-10
8.8,29.9,21.1,7.71,1.62,24.2,60.6,1928.0,Sorghum,Sandy,NPK 20-10-10
51.9,54.2,58.7,7.06,1.06,21.0,65.3,551.0,Sorghum,Clay,Organic Compost
41.9,21.6,32.4,5.94,1.26,32.1,94.0,439.0,Cassava,Clay,Organic Compost
44.0,26.3,24.4,6.27,1.84,23.3,62.0,1935.0,Tomato,Silt,Organic Compost
21.7,44.9,41.8,4.74,1.42,21.9,75.5,1693.0,Rice,Clay,Organic Compost
31.0,34.1,31.3,7.15,1.97,29.7,52.4,1008.0,Millet,Loamy,NPK 15-15-15
